335987,1,1,20
335987,1,63,9
335987,1,82,21
335987,1,84,6
335987,1,106,7
335987,2,9,47
335987,2,10,22
335987,2,13,35
335987,2,14,37
335987,2,15,38
335987,2,16,26
335988,3,22,37
335988,3,119,46
335988,3,120,40
335988,3,121,31
335988,3,435,42
335988,4,24,25
335988,4,25,53
335988,4,29,47
335988,4,66,34
335988,4,67,19
335988,4,68,22
335988,4,77,34
335989,5,31,16
335989,5,32,30
335989,5,37,6
335989,5,38,16
335989,5,39,29
335989,5,126,25
335989,6,89,15
335989,6,90,11
335989,6,118,20
335989,6,175,35
335989,6,436,37
335990,2,9,41
335990,2,12,17
335990,2,14,28
335990,2,15,17
335990,2,16,10
335990,2,81,41
335990,7,44,39
335990,7,48,10
335990,7,49,17
335990,7,50,35
335990,7,73,43
335990,7,80,17
335991,1,4,34
335991,1,5,7
335991,1,82,19
335991,1,83,17
335991,1,84,6
335991,1,106,17
335991,8,56,13
335991,8,58,18
335991,8,59,13
335991,8,60,9
335991,8,61,15
335991,8,131,16
335992,4,25,32
335992,4,29,19
335992,4,66,33
335992,4,67,27
335992,4,68,12
335992,4,77,33
335992,5,31,13
335992,5,32,38
335992,5,37,19
335992,5,38,19
335992,5,39,25
335992,5,75,12
335992,5,126,36
335993,6,89,27
335993,6,90,35
335993,6,91,34
335993,6,117,19
335993,6,118,22
335993,8,56,35
335993,8,59,29
335993,8,60,21
335993,8,61,26
335993,8,70,17
335993,8,131,3
335994,3,22,51
335994,3,119,28
335994,3,120,17
335994,3,121,36
335994,3,435,57
335994,7,48,14
335994,7,49,31
335994,7,50,14
335994,7,71,35
335994,7,72,29
335994,7,73,32
335994,7,80,24
335994,7,150,11
335995,5,31,20
335995,5,32,30
335995,5,37,9
335995,5,38,46
335995,5,39,36
335995,5,75,14
335995,5,126,53
335995,8,56,46
335995,8,60,42
335995,8,61,42
335995,8,70,27
335995,8,99,30
335995,8,131,23
335996,4,29,17
335996,4,66,9
335996,4,67,15
335996,4,77,29
335996,4,78,39
335996,7,49,39
335996,7,50,30
335996,7,71,27
335996,7,72,22
335996,7,73,22
335996,7,80,35
335997,2,9,7
335997,2,14,42
335997,2,15,24
335997,2,16,27
335997,2,81,14
335997,2,124,21
335997,5,31,10
335997,5,32,19
335997,5,38,23
335997,5,39,27
335997,5,102,30
335997,5,126,20
335998,1,4,10
335998,1,5,15
335998,1,63,18
335998,1,82,19
335998,1,83,33
335998,1,84,20
335998,1,106,19
335998,3,22,32
335998,3,119,30
335998,3,120,39
335998,3,121,9
335998,3,435,29
335999,7,44,17
335999,7,48,21
335999,7,49,33
335999,7,71,29
335999,7,73,19
335999,7,80,8
335999,7,148,19
335999,8,59,34
335999,8,61,13
335999,8,70,31
335999,8,98,28
335999,8,99,23
335999,8,131,14
336000,4,27,10
336000,4,29,23
336000,4,66,33
336000,4,67,27
336000,4,77,25
336000,4,78,29
336000,6,86,29
336000,6,89,4
336000,6,90,30
336000,6,91,23
336000,6,117,38
336000,6,118,29
336001,2,9,36
336001,2,12,34
336001,2,14,29
336001,2,15,38
336001,2,94,37
336001,3,22,25
336001,3,109,35
336001,3,119,26
336001,3,120,34
336001,3,435,38
336002,1,1,14
336002,1,5,11
336002,1,63,11
336002,1,82,19
336002,1,83,23
336002,1,84,33
336002,1,106,12
336002,7,44,13
336002,7,49,27
336002,7,71,24
336002,7,73,9
336002,7,80,12
336002,7,149,39
336003,2,8,11
336003,2,9,39
336003,2,14,24
336003,2,15,42
336003,2,16,19
336003,2,81,25
336003,2,94,27
336003,6,41,30
336003,6,86,8
336003,6,89,14
336003,6,91,27
336003,6,117,42
336003,6,118,29
336003,6,175,19
336004,4,29,29
336004,4,67,28
336004,4,77,32
336004,4,78,34
336004,4,437,37
336004,8,54,9
336004,8,59,26
336004,8,61,34
336004,8,70,28
336004,8,98,32
336004,8,99,32
336005,1,1,14
336005,1,4,26
336005,1,63,15
336005,1,82,46
336005,1,84,25
336005,1,105,28
336005,1,106,28
336005,5,31,14
336005,5,32,20
336005,5,38,19
336005,5,39,29
336005,5,102,28
336005,5,126,29
336006,3,109,39
336006,3,119,34
336006,3,120,38
336006,3,121,26
336006,3,122,29
336006,6,41,21
336006,6,86,9
336006,6,89,11
336006,6,91,29
336006,6,116,38
336006,6,117,33
336006,6,118,21
336007,2,8,23
336007,2,9,18
336007,2,12,39
336007,2,81,26
336007,2,94,18
336007,2,124,28
336007,8,54,18
336007,8,59,30
336007,8,60,36
336007,8,61,15
336007,8,111,21
336007,8,112,19
336007,8,143,29
336008,1,4,23
336008,1,5,28
336008,1,82,25
336008,1,84,40
336008,1,105,25
336008,1,106,23
336008,4,25,35
336008,4,29,17
336008,4,67,16
336008,4,77,20
336008,4,78,31
336008,4,437,43
336009,6,41,2
336009,6,86,6
336009,6,89,22
336009,6,91,33
336009,6,116,20
336009,6,117,43
336009,6,118,26
336009,7,44,16
336009,7,45,15
336009,7,49,16
336009,7,71,27
336009,7,73,25
336009,7,80,17
336009,7,115,13
336010,3,21,10
336010,3,108,21
336010,3,109,2
336010,3,120,25
336010,3,121,14
336010,3,122,17
336010,5,31,9
336010,5,32,17
336010,5,38,29
336010,5,39,17
336010,5,102,14
336010,5,126,16
336011,2,9,14
336011,2,14,22
336011,2,15,26
336011,2,94,14
336011,2,124,34
336011,4,25,10
336011,4,29,12
336011,4,67,20
336011,4,77,14
336011,4,78,32
336011,4,437,28
336012,3,109,25
336012,3,119,43
336012,3,120,15
336012,3,121,23
336012,3,122,37
336012,8,58,23
336012,8,59,36
336012,8,61,10
336012,8,70,27
336012,8,131,21
336012,8,143,17
336013,5,32,25
336013,5,38,15
336013,5,39,23
336013,5,102,9
336013,5,126,20
336013,7,44,17
336013,7,49,19
336013,7,71,8
336013,7,73,13
336013,7,80,21
336013,7,115,18
336014,3,109,33
336014,3,120,35
336014,3,121,22
336014,3,127,15
336014,3,151,35
336014,3,435,35
336014,6,41,30
336014,6,86,25
336014,6,91,38
336014,6,116,28
336014,6,117,33
336014,6,118,23
336015,1,1,7
336015,1,63,15
336015,1,83,24
336015,1,84,25
336015,1,105,28
336015,1,106,19
336015,2,14,36
336015,2,15,26
336015,2,81,15
336015,2,94,26
336015,2,124,21
336016,5,31,19
336016,5,32,21
336016,5,38,20
336016,5,39,8
336016,5,102,38
336016,5,126,28
336016,8,54,13
336016,8,58,13
336016,8,59,20
336016,8,61,23
336016,8,70,10
336016,8,131,41
336016,8,143,10
336017,2,12,17
336017,2,14,15
336017,2,81,25
336017,2,94,11
336017,2,124,45
336017,7,49,23
336017,7,73,21
336017,7,80,29
336017,7,147,21
336017,7,149,17
336018,3,109,25
336018,3,120,38
336018,3,121,31
336018,3,127,8
336018,3,151,23
336018,3,435,35
336018,4,25,34
336018,4,27,8
336018,4,29,30
336018,4,67,35
336018,4,77,26
336018,4,78,33
336019,1,1,25
336019,1,63,15
336019,1,83,29
336019,1,84,27
336019,1,105,37
336019,1,106,32
336019,8,54,23
336019,8,58,28
336019,8,59,10
336019,8,60,36
336019,8,61,52
336019,8,131,24
336019,8,143,20
336020,5,32,21
336020,5,38,47
336020,5,39,27
336020,5,126,23
336020,5,137,27
336020,6,41,21
336020,6,90,20
336020,6,91,33
336020,6,116,33
336020,6,118,11
336020,6,136,24
336021,2,8,9
336021,2,14,15
336021,2,15,35
336021,2,81,11
336021,2,94,30
336021,2,124,35
336021,4,25,22
336021,4,27,13
336021,4,29,22
336021,4,67,28
336021,4,77,28
336021,4,78,15
336022,1,1,23
336022,1,63,1
336022,1,84,18
336022,1,106,28
336022,1,140,22
336022,1,144,10
336022,6,41,7
336022,6,90,24
336022,6,91,30
336022,6,116,26
336022,6,118,22
336022,6,136,13
336023,3,109,42
336023,3,119,21
336023,3,120,28
336023,3,121,19
336023,3,127,26
336023,3,151,6
336023,7,45,9
336023,7,49,9
336023,7,71,37
336023,7,73,30
336023,7,80,27
336023,7,115,32
336024,4,25,29
336024,4,27,20
336024,4,29,10
336024,4,67,35
336024,4,77,43
336024,4,78,32
336024,4,153,7
336024,5,31,24
336024,5,32,39
336024,5,37,23
336024,5,39,48
336024,5,75,46
336024,5,126,36
336025,6,89,32
336025,6,90,39
336025,6,117,49
336025,6,118,42
336025,6,136,17
336025,8,54,22
336025,8,58,32
336025,8,61,49
336025,8,70,18
336025,8,131,18
336025,8,142,23
336025,8,143,24
336026,1,82,3
336026,1,84,27
336026,1,144,28
336026,7,45,6
336026,7,49,11
336026,7,71,12
336026,7,73,14
336026,7,115,16
336027,4,25,2
336027,4,29,13
336027,4,67,13
336027,4,77,28
336027,4,78,32
336027,4,153,20
336027,6,41,21
336027,6,89,8
336027,6,90,11
336027,6,116,11
336027,6,118,18
336027,6,136,21
336028,2,8,14
336028,2,9,34
336028,2,14,23
336028,2,15,45
336028,2,124,32
336028,2,145,23
336028,5,31,28
336028,5,32,5
336028,5,35,21
336028,5,38,23
336028,5,39,21
336028,5,102,7
336028,5,126,21
336029,7,44,13
336029,7,45,8
336029,7,48,18
336029,7,71,23
336029,7,73,29
336029,7,115,18
336029,7,149,36
336029,8,54,23
336029,8,61,35
336029,8,70,22
336029,8,98,36
336029,8,131,23
336029,8,143,18
336030,1,82,13
336030,1,84,16
336030,1,106,10
336030,1,144,12
336030,3,109,24
336030,3,120,17
336030,3,121,41
336030,3,122,20
336030,3,151,34
336031,2,9,16
336031,2,12,21
336031,2,14,33
336031,2,15,32
336031,2,94,26
336031,2,124,18
336031,6,89,47
336031,6,90,13
336031,6,91,24
336031,6,116,44
336031,6,118,14
336031,6,135,3
336032,1,1,24
336032,1,63,7
336032,1,82,30
336032,1,84,23
336032,1,105,27
336032,1,106,32
336032,5,31,14
336032,5,32,35
336032,5,38,21
336032,5,39,26
336032,5,102,24
336032,5,126,22
336033,4,25,13
336033,4,27,12
336033,4,29,35
336033,4,67,22
336033,4,77,28
336033,4,78,55
336033,7,49,14
336033,7,73,32
336033,7,147,18
336033,7,148,35
336033,7,149,36
336033,7,150,42
336034,2,9,15
336034,2,12,4
336034,2,14,25
336034,2,81,22
336034,2,94,20
336034,2,124,14
336034,3,109,32
336034,3,120,10
336034,3,121,19
336034,3,122,27
336034,3,151,34
336036,4,27,18
336036,4,67,31
336036,4,77,29
336036,4,78,40
336036,4,153,19
336036,4,437,33
336036,8,54,23
336036,8,57,24
336036,8,58,36
336036,8,61,36
336036,8,131,27
336036,8,143,24
336037,6,90,21
336037,6,91,36
336037,6,118,38
336037,6,136,23
336037,6,436,49
336037,7,44,35
336037,7,49,33
336037,7,73,30
336037,7,80,26
336037,7,147,21
336037,7,438,31
336038,3,21,20
336038,3,109,35
336038,3,120,32
336038,3,121,30
336038,3,122,42
336038,3,151,45
336038,5,31,31
336038,5,37,13
336038,5,38,34
336038,5,75,29
336038,5,102,31
336038,5,126,54
336039,2,9,35
